"","id","nm","lat","lon","countryCode","cityid"
"278",3686255,"Cimitarra",6.31419,-73.949677,"CO","COcimitarra"
"279",3686027,"Concepcion",6.7662,-72.694,"CO","COconcepcion"
"280",3665851,"Viterbo",5.06242,-75.87159,"CO","COviterbo"
"281",3671950,"Polonuevo",10.77697,-74.853439,"CO","COpolonuevo"
"282",3685432,"Cumbal",0.90875,-77.791451,"CO","COcumbal"
"283",3827407,"Venustiano Carranza",19.43,-99.099167,"MX","MXvenustiano carranza"
"284",3671916,"Popayan",2.43823,-76.613159,"CO","COpopayan"
"285",3673899,"Neiva",2.9273,-75.281883,"CO","COneiva"
"286",3670218,"San Andres",12.58472,-81.700562,"CO","COsan andres"
"287",3674453,"Monteria",8.74798,-75.881432,"CO","COmonteria"
"288",3674463,"Montenegro",4.56639,-75.751106,"CO","COmontenegro"
"289",3674962,"Medellin",6.25184,-75.563591,"CO","COmedellin"
"290",3675707,"Madrid",4.73244,-74.264191,"CO","COmadrid"
"291",3676720,"La Virginia",4.89972,-75.8825,"CO","COla virginia"
"292",3676928,"La Union",4.53282,-76.10318,"CO","COla union"
"293",3676934,"La Union",1.6045,-77.131523,"CO","COla union"
"294",3680387,"Jamundi",3.26074,-76.534988,"CO","COjamundi"
"295",3681957,"Granada",3.53861,-73.700562,"CO","COgranada"
"296",3682238,"Galapa",10.89686,-74.886002,"CO","COgalapa"
"297",3682274,"Fusagasuga",4.33646,-74.363777,"CO","COfusagasuga"
"298",3682393,"Florida",3.3223,-76.234802,"CO","COflorida"
"299",3684615,"El Cerrito",3.68549,-76.313721,"CO","COel cerrito"
"300",3687238,"Cartagena",10.39972,-75.514442,"CO","COcartagena"
"301",3687952,"Caldas",6.09106,-75.635689,"CO","COcaldas"
"302",3688451,"Buenaventura",3.8801,-77.031158,"CO","CObuenaventura"
"303",3688452,"Buenaventura",3.58333,-77,"CO","CObuenaventura"
"304",3689798,"Apartado",7.88299,-76.62587,"CO","COapartado"
"305",3689905,"Andalucia",4.17061,-76.166412,"CO","COandalucia"
"306",3514674,"Gustavo A. Madero",19.478609,-99.095833,"MX","MXgustavo a. madero"
"307",3521168,"Poza Rica de Hidalgo",20.53315,-97.459457,"MX","MXpoza rica de hidalgo"
"308",3522484,"Ocosingo",17.066669,-92.25,"MX","MXocosingo"
"309",3522551,"Nuevo Laredo",27.47629,-99.516388,"MX","MXnuevo laredo"
"310",3523202,"Milpa Alta",19.19194,-99.023613,"MX","MXmilpa alta"
"311",3527545,"Frontera",18.58333,-92.650002,"MX","MXfrontera"
"312",3528756,"El Mante",22.73333,-98.966667,"MX","MXel mante"
"313",3529947,"Cuernavaca",18.91667,-99.25,"MX","MXcuernavaca"
"314",3530531,"Coatepec",19.450001,-96.966667,"MX","MXcoatepec"
"315",3530594,"Ciudad Madero",22.26667,-97.833328,"MX","MXciudad madero"
"316",3531013,"Chiapa de Corzo",16.700001,-93,"MX","MXchiapa de corzo"
"317",3532592,"Atlixco",18.90815,-98.436127,"MX","MXatlixco"
"318",3533056,"Allende",18.15,-94.400002,"MX","MXallende"
"319",3815392,"Zacatelco",19.215281,-98.238892,"MX","MXzacatelco"
